taluk,district
Sahjanwa,Gorakhpur
Nidhlaul,Maharajganj
Maharaj Ganj Sadar,Maharajganj
Maharajang,Maharajganj
Basgaob,Gorakhpur
Maharajgang,Maharajganj
Maharaganj,Maharajganj
Nachulwa,Maharajganj
Maharganj,Maharajganj
Maharajganj Sadar,Maharajganj
Nichaulal,Maharajganj
Campeirganj,Maharajganj
Marajganj,Maharajganj
Mahraganj,Maharajganj
Maharjang,Maharajganj
Sajhanwa,Gorakhpur
Nichlaulal,Gorakhpur
Kannauj,Kannauj
Farrukhabad,Farrukhabad
Csa,Kanpur Nagar
Amour,Kanpur Nagar
Anand Nagar,Kanpur Nagar
Anwarganj,Kanpur Nagar
Aranjhami,Kanpur Nagar
Armapur,Kanpur Nagar
Kalpi Road,Kanpur Nagar
Arya Nagar,Kanpur Nagar
Avas Vikas Yojna No. 3,Kanpur Nagar
Shanti Nagar,Kanpur Nagar
Baikunthpur,Kanpur Nagar
Bairi Gaon,Kanpur Nagar
Baraigarh,Kanpur Nagar
Barra,Kanpur Nagar
Chauraha,Kanpur Nagar
Bausar,Kanpur Nagar
Behta Gambhirpur,Kanpur Nagar
Bhadrsa,Kanpur Nagar
Bhairampur,Kanpur Nagar
Bharu,Kanpur Nagar
Bhauti Pratappur,Kanpur Nagar
Bheoli,Kanpur Nagar
Bhimsen,Kanpur Nagar
Bidhnoo,Kanpur Nagar
Vikas Nagar,Kanpur Nagar
Binour,Kanpur Nagar
Birhana Road,Kanpur Nagar
Bisayakpur,Kanpur Nagar
Bithoor,Kanpur Nagar
Harjinder Nagar,Kanpur Nagar
Chakeri,Kanpur Nagar
Chakarpur,Kanpur Nagar
Cod,Kanpur Nagar
Cotton Mill,Kanpur Nagar
Fazalganj,Kanpur Nagar
Dehli Ujagar,Kanpur Nagar
Deosarh,Kanpur Nagar
Nayaganj,Kanpur Nagar
G T Road,Kanpur Nagar
Gwaltoli,Kanpur Nagar
Fahimabad,Kanpur Nagar
Farrashkhana,Kanpur Nagar
Fatehpur Roshnai,Kanpur Nagar
Rama Devi Chauraha,Kanpur Nagar
Gayatri Seedh Peeth Khadeshar,Kanpur Nagar
Gazipur,Kanpur Nagar
Govind Nagar,Kanpur Nagar
Medical College,Kanpur Nagar
Hal Colony,Kanpur Nagar
Harchand Khera,Kanpur Nagar
Hardauli,Kanpur Nagar
Hithgaon,Kanpur Nagar
Hatia,Kanpur Nagar
Kesa Colony,Kanpur Nagar
Lajpat Nagar,Kanpur Nagar
Indira Nagar,Kanpur Nagar
Vijay Nagar,Kanpur Nagar
Itra,Kanpur Nagar
Jajmau,Kanpur Nagar
Jamu,Kanpur Nagar
Jarkala,Kanpur Nagar
Jugrajpur,Kanpur Nagar
Juhi,Kanpur Nagar
Nai Sarak,Kanpur Nagar
K P University,Kanpur Nagar
Kadari Champatpur,Kanpur Nagar
Kaindha,Kanpur Nagar
Kamlapur,Kanpur Nagar
Cantt.,Kanpur Nagar
Kanpur Court,Kanpur Nagar
Bara Chauraha,Kanpur Nagar
Stock Exchange,Kanpur Nagar
Karbigawan,Kanpur Nagar
Kasigaon,Kanpur Nagar
Kathara,Kanpur Nagar
Katherua,Kanpur Nagar
Kathongar,Kanpur Nagar
Kaushalpuri,Kanpur Nagar
Kanpur,Kanpur Nagar
Khapra Mohal,Kanpur Nagar
Kheora,Kanpur Nagar
Kidwai Nagar,Kanpur Nagar
Lal Bangla,Kanpur Nagar
Kudani,Kanpur Nagar
Kulgaon,Kanpur Nagar
Maharajpur,Kanpur Nagar
Mahauli,Kanpur Nagar
Mahua Gaon,Kanpur Nagar
Majhawan,Kanpur Nagar
Mandhana,Kanpur Nagar
Mardanpur,Kanpur Nagar
Meerpur,Kanpur Nagar
Motijheel,Kanpur Nagar
Munshipurwa,Kanpur Nagar
Naubasta,Kanpur Nagar
Kanpur Cantt.,Kanpur Nagar
Naramau,Kanpur Nagar
The Mall,Kanpur Nagar
Narwal,Kanpur Nagar
Nasra,Kanpur Nagar
Kanpur Nagar,Kanpur Nagar
Parade,Kanpur Nagar
Naveen Nagar,Kanpur Nagar
New Pac Lines,Kanpur Nagar
Nirala Nagar,Kanpur Nagar
Nsi Campus,Kanpur Nagar
Oef Factory,Kanpur Nagar
Pachor,Kanpur Nagar
Palhepur,Kanpur Nagar
Palibhogipur,Kanpur Nagar
Ganga Ganj,Kanpur Nagar
Parasadepur,Kanpur Nagar
Parsauli,Kanpur Nagar
Pem,Kanpur Nagar
Filkhana,Kanpur Nagar
Phuphuwar,Kanpur Nagar
Pipergaon,Kanpur Nagar
Prempur Badagaon,Kanpur Nagar
Purana Kanpur,Kanpur Nagar
Purwameer,Kanpur Nagar
R K Nagar,Kanpur Nagar
Railganj,Kanpur Nagar
Raipur Kukhat,Kanpur Nagar
Ramaipur,Kanpur Nagar
Rasulpur Umra,Kanpur Nagar
Ratan Lal Nagar,Kanpur Nagar
Rawatpur Gaon,Kanpur Nagar
Rbi Colony,Kanpur Nagar
Rooma,Kanpur Nagar
Sachendi,Kanpur Nagar
Kakadeo,Kanpur Nagar
Sanigawan,Kanpur Nagar
Sapai,Kanpur Nagar
Sarh,Kanpur Nagar
Sarsaul,Kanpur Nagar
Sarvodaya Nagar,Kanpur Nagar
Swaijpur,Kanpur Nagar
Semarjhal,Kanpur Nagar
Senpara Paschim,Kanpur Nagar
Shyam Nagar,Kanpur Nagar
Sirhi Itra,Kanpur Nagar
Premnagar,Kanpur Nagar
Subhauli,Kanpur Nagar
Swarup Nagar,Kanpur Nagar
Transport Nagar,Kanpur Nagar
Tatyaganj,Kanpur Nagar
Taudhakpur,Kanpur Nagar
Tikra,Kanpur Nagar
Tilsahari,Kanpur Nagar
Dada Nagar,Kanpur Nagar
Vijai Nagar,Kanpur Nagar
Yashoda Nagar,Kanpur Nagar
Unnaao,Unnao
Bilhaur,Kanpur Dehat
Unnao,Unnao
Jhinjhak,Kanpur Dehat
Pukhraayan,Kanpur Dehat
Ghatampur,Kanpur Dehat
Kanpur Dehat,Kanpur Dehat
Sheoli,Kanpur Dehat
Knpur Dehat,Kanpur Dehat
Rasulabad,Kanpur Dehat
Uunao,Unnao
Safipur,Unnao
Kanpur Dehta,Kanpur Dehat
Purwa,Unnao
Rura,Kanpur Dehat
Shivrajpur,Kanpur Dehat
Pukhrayan,Kanpur Dehat
Amraudha,Kanpur Dehat
Uttaripura,Kanpur Dehat
Kanpur Dehat,Kanpur Dehat
Kanpu Dehat,Kanpur Dehat
Chaubepur,Kanpur Dehat
Safuipur,Unnao
Akbapur,Unnao
Unna,Unnao
Kanpur Dheat,Kanpur Dehat
Sfipur,Unnao
Sirauli Gauspur,Barabanki
Ram Sanehi Ghat,Barabanki
Haider Garh,Barabanki
Fateh Pur,Barabanki
Haidergarh,Barabanki
Ramsanehighat,Barabanki
Siraul Gauspur,Barabanki
Ram Sanehi Gaht,Barabanki
Sirauli Gauspur**,Barabanki
Siraul Gaus Pur,Barabanki
Sirauli Gaus Pur,Barabanki
Faizabad,Faizabad
Alapur,Ambedkar Nagar
Bikapur,Faizabad
Allapur **,Ambedkar Nagar
Milkipur,Faizabad
Akbarur,Ambedkar Nagar
Rudauli,Barabanki
Tanda,Ambedkar Nagar
Sohawal,Faizabad
Akabarpur,Ambedkar Nagar
Milkipur **,Faizabad
Allapur,Ambedkar Nagar
Bikapaur,Faizabad
Sohawal **,Faizabad
Rudaui,Faizabad
Milkpur,Faizabad
Motinagar,Faizabad
Ghaziabad,Ghaziabad
Hapur,Ghaziabad
Achheja,Gautam Buddha Nagar
Noida,Gautam Buddha Nagar
Ator Nagla,Ghaziabad
Aurangabad Ristal,Ghaziabad
Modinagar,Ghaziabad
Loni,Ghaziabad
Bhup Kheri,Ghaziabad
Garhmukteshwer,Ghaziabad
Bisara,Gautam Buddha Nagar
Bishrakh,Gautam Buddha Nagar
Chhprola,Ghaziabad
Chhpyana,Ghaziabad
Simbhaoli,Ghaziabad
Dhaulana,Ghaziabad
Dhoom,Gautam Buddha Nagar
G B nagar,Gautam Buddha Nagar
Ingram Institute,Ghaziabad
Khanjarpur,Ghaziabad
Khiluai,Ghaziabad
Gautam Budh Nagar,Gautam Buddha Nagar
Maicha,Gautam Buddha Nagar
Morta,Ghaziabad
Murad Nagar,Ghaziabad
Nistoli,Ghaziabad
Pasonda,Ghaziabad
Piyaoli,Gautam Buddha Nagar
Roza Yakubpur,Ghaziabad
Salarpur Kalan,Gautam Buddha Nagar
Shahpur Bamheta,Ghaziabad
A.g.nioda,Gautam Buddha Nagar
Lucknow,Lucknow
Mohanlalganj,Lucknow
Bakshi Ka Ta,Lucknow
Malihabad,Lucknow
Bakshi Ka Talab,Lucknow
Rae Bareli,Raebareli
Mrg,Raebareli
Tiloi,Raebareli
Unchahar **,Raebareli
Salon,Raebareli
Dalmau,Raebareli
Unchahar,Raebareli
Rbl,Raebareli
Raebareli,Raebareli
Raebarely,Raebareli
Salo N,Raebareli
Biswan,Sitapur
Sidhauli,Sitapur
Mishrikh,Sitapur
Laharpur,Sitapur
Mahmoodabad,Sitapur
Misrikh,Sitapur
Mahmudabad,Sitapur
Sidhali,Sitapur
Sitpaur,Sitapur
Laharp[ur,Sitapur
Laharur,Sitapur
Sultanpur Sadar,Sultanpur
Gauriganj,Sultanpur
Musafirkhana,Sultanpur
Amethi,Sultanpur
Kadipur,Sultanpur
Lambhua,Sultanpur
Musafirkna,Sultanpur
Kadipiur,Sultanpur
Sulatnpur,Sultanpur
Gauraiganj,Sultanpur
Fikhana,Sultanpur
Ranikhet,Almora
Bhikiyasen,Almora
Almora,Almora
Salt,Almora
Bageshwar,Bageshwar
Bhanoli,Almora
Garur,Bageshwar
Jainti,Almora
Dwarahat,Almora
Kapkote,Bageshwar
Someshwar,Almora
Chaukhutia,Almora
Kanda,Bageshwar
Dawarahat,Almora
Dawaraht,Almora
Almora.,Almora
Gairsain,Chamoli
Rudraprayag,Rudraprayag
Pokhari,Chamoli
Okhimath,Rudraprayag
Jakholi,Rudraprayag
Tharali,Chamoli
Chamoli,Chamoli
Joshimath,Chamoli
Karanprayag,Chamoli
Ghat,Chamoli
Okhimatn,Rudraprayag
Karnprayag,Chamoli
Jalholi,Rudraprayag
Rudraprayg,Rudraprayag
Gairain,Chamoli
Gaisain,Chamoli
Ohimath,Rudraprayag
Hardwar,Haridwar
Roorkee,Haridwar
Dehradun,Dehradun
Vikasnagar,Dehradun
Deharadun,Dehradun
Tuini,Dehradun
Haridwar,Haridwar
Chakrata,Dehradun
Rishikesh,Dehradun
Laksar,Haridwar
Dehardun,Dehradun
Rishieksh,Dehradun
Vikasnagar **,Dehradun
Dehraudun,Dehradun
Cahrata,Dehradun
Viakasnagar,Dehradun
Kichha,Udham Singh Nagar
Nainital,Nainital
Haldwani,Nainital
Kaladhungi,Nainital
Champawat,Champawat
Bazpur,Udham Singh Nagar
Jaspur,Udham Singh Nagar
Sittaganj,Udham Singh Nagar
Khatima,Udham Singh Nagar
Kosya Kutauli,Nainital
Bhikia Sain,Almora
Sittarganj,Udham Singh Nagar
Sitarganj,Udham Singh Nagar
Lalkuwan,Nainital
Tanakpur,Champawat
Gadarpur,Udham Singh Nagar
Kushya Kutali,Nainital
Betalghat,Nainital
Kshipur,Udham Singh Nagar
Kushya Kuali,Nainital
Koshya Kutali,Nainital
Bhimtal,Nainital
Betal Ghat,Nainital
Lansdowne,Pauri Garhwal
Dhumakot,Pauri Garhwal
Pauri,Pauri Garhwal
Thalisain,Pauri Garhwal
Kotdwara,Pauri Garhwal
Dhoomakot,Pauri Garhwal
Thali Sain,Pauri Garhwal
Kotdwra,Pauri Garhwal
Srinagar **,Pauri Garhwal
Lohaghat,Champawat
Didihat,Pithoragarh
Gangolihat,Pithoragarh
Pithoragarh,Pithoragarh
Dharchula,Pithoragarh
Berinag,Pithoragarh
Munsiari,Pithoragarh
Pithoraharh,Pithoragarh
Narendra Nagar,Tehri Garhwal
Ghansali,Tehri Garhwal
Tehri,Tehri Garhwal
Deoprayag,Tehri Garhwal
Gajja,Tehri Garhwal
Jakhnidhar,Tehri Garhwal
Purola,Uttarkashi
Dunda,Uttarkashi
Kirtinagar,Tehri Garhwal
Burkot,Uttarkashi
Dhanolti,Tehri Garhwal
Uttarkashi,Uttarkashi
Devprayag,Tehri Garhwal
Rajgarhi,Uttarkashi
Pratapnagar,Tehri Garhwal
Bhatwari,Uttarkashi
Ghanslai,Tehri Garhwal
Puraula,Uttarkashi
Kirtinagr,Tehri Garhwal
Narendernagar,Tehri Garhwal
Uttrkashi,Uttarkashi
Jakhnidharr,Tehri Garhwal
Narender Nagar,Tehri Garhwal
Uttarkasshi,Uttarkashi
Pratapngar,Tehri Garhwal
Dhaolti,Tehri Garhwal
Pratap Nagar,Tehri Garhwal
Nrendra Nagar,Tehri Garhwal
Tehyri,Tehri Garhwal
Narendra Nagr,Tehri Garhwal
Partapnagar,Tehri Garhwal
Dhanoulti,Tehri Garhwal
Ghansali **,Tehri Garhwal
Their,Tehri Garhwal
Kolkata,Kolkata
Kuliadanga,North 24 Parganas
Amdanga,North 24 Parganas
Adampur,North 24 Parganas
Adhata,North 24 Parganas
Adhikashimpur,North 24 Parganas
Habra - I,North 24 Parganas
Ajijnagar,North 24 Parganas
Akaipur,North 24 Parganas
Akandakeshari,North 24 Parganas
Amandikandi,North 24 Parganas
Amberia,North 24 Parganas
Amdobe,North 24 Parganas
Amodpur,North 24 Parganas
Amta,North 24 Parganas
Amudia,North 24 Parganas
Baduria,North 24 Parganas
Angrail,North 24 Parganas
Basirhat - II,North 24 Parganas
Asharu,North 24 Parganas
Habra - II,North 24 Parganas
Atapur,North 24 Parganas
Atghara,North 24 Parganas
Atpukur,North 24 Parganas
Aturia,North 24 Parganas
Basirhat - I,North 24 Parganas
Barasat - I,North 24 Parganas
Bagangram,North 24 Parganas
Bagdah,North 24 Parganas
Bagu,North 24 Parganas
Bhangatushkhali,North 24 Parganas
Baidyapur,North 24 Parganas
Baikara,North 24 Parganas
Bairampur,North 24 Parganas
Bajitpur,North 24 Parganas
Bakra Dabar,North 24 Parganas
Baksha,North 24 Parganas
Baliadanga,North 24 Parganas
Balisha Chowmatha,North 24 Parganas
Ballavpur,North 24 Parganas
Balti,North 24 Parganas
Bamangachi,North 24 Parganas
Bamanibad,North 24 Parganas
Bamanpukur,North 24 Parganas
Baneswarpur,North 24 Parganas
Banglani,North 24 Parganas
Bankra,North 24 Parganas
Banshtala,North 24 Parganas
Barabankra,North 24 Parganas
Barghorai,North 24 Parganas
Barrackpore Sripalli,North 24 Parganas
Barunhat,North 24 Parganas
Beara,North 24 Parganas
Begumpur,North 24 Parganas
Deganga,North 24 Parganas
Belpur,North 24 Parganas
Belta,North 24 Parganas
Bena,North 24 Parganas
Beraberi,North 24 Parganas
Berabari,North 24 Parganas
Bergoom,North 24 Parganas
Bermajur,North 24 Parganas
Bhabanipur,North 24 Parganas
Bhaduria,North 24 Parganas
Bhagyamantapur,North 24 Parganas
Bhanderkhali,North 24 Parganas
Bhanderkhola,North 24 Parganas
Bhasila,North 24 Parganas
Bhawanipur,North 24 Parganas
Basirhat,North 24 Parganas
Bhurkunda,North 24 Parganas
Bira,North 24 Parganas
Biramnagar,North 24 Parganas
Bishpur,North 24 Parganas
Bithari,North 24 Parganas
Boaldah,North 24 Parganas
Bodai,North 24 Parganas
Bohara,North 24 Parganas
Bowthakurani,North 24 Parganas
Boyermari,North 24 Parganas
Boyra,North 24 Parganas
Buruj,North 24 Parganas
Chaigharia,North 24 Parganas
Chaita,North 24 Parganas
Chaital,North 24 Parganas
Chakla,North 24 Parganas
Chakpatli,North 24 Parganas
Chandpara,North 24 Parganas
Hingalganj,North 24 Parganas
Rajarhat,North 24 Parganas
Chjandpur,North 24 Parganas
Charghat,North 24 Parganas
Chekati,North 24 Parganas
Chhoto Jagulia,North 24 Parganas
Chikanpara,North 24 Parganas
Chimta Kachari,North 24 Parganas
Chorashi,North 24 Parganas
Choto Sahebkhali,North 24 Parganas
Choto Sehara,North 24 Parganas
Chowberia,North 24 Parganas
Chowhata,North 24 Parganas
Ramchandra Pur,North 24 Parganas
Colony Simulia,North 24 Parganas
Akratola,North 24 Parganas
Bagundi,North 24 Parganas
Bhebia,North 24 Parganas
Sandeshkhali - I,North 24 Parganas
Sandeshkhali - II,North 24 Parganas
Panchpota,North 24 Parganas
Dandirhat,North 24 Parganas
Deara,North 24 Parganas
Debalaya,North 24 Parganas
Deuli,North 24 Parganas
Gaighata,North 24 Parganas
Dhaltita,North 24 Parganas
Dhanyakuria,North 24 Parganas
Dharamberia,North 24 Parganas
Dharampukuria,North 24 Parganas
Dheknamari,North 24 Parganas
Dhuchnikhali,North 24 Parganas
Dhutradaha,North 24 Parganas
Dighari,North 24 Parganas
Dogachia,North 24 Parganas
Monmohanpur,North 24 Parganas
Dulduli Mathbari,North 24 Parganas
Duma,North 24 Parganas
Durgamandop,North 24 Parganas
Duttapara,North 24 Parganas
Dwarikjungle,North 24 Parganas
East Bishnupur,North 24 Parganas
Barasat - II,North 24 Parganas
Eojnagar,North 24 Parganas
Fultala,North 24 Parganas
Gadpukuria,North 24 Parganas
Gandharbapur,North 24 Parganas
Ganrapota,North 24 Parganas
Ganti,North 24 Parganas
Garakupi,North 24 Parganas
Ghatbour,North 24 Parganas
Ghatihara,North 24 Parganas
Ghatpatila,North 24 Parganas
Ghona,North 24 Parganas
Ghoni,North 24 Parganas
Ghonza,North 24 Parganas
Ghosalbati,North 24 Parganas
Ghoshpara,North 24 Parganas
Ghoshpur,North 24 Parganas
Goalbathan,North 24 Parganas
Goaldaha,North 24 Parganas
Gobardanga,North 24 Parganas
Gobardhanpur,North 24 Parganas
Gobila,North 24 Parganas
Gobrapur,North 24 Parganas
Gokna,North 24 Parganas
Gokulpur,North 24 Parganas
Goribpur,North 24 Parganas
Gotra,North 24 Parganas
Gotri,North 24 Parganas
Guma,North 24 Parganas
Hakimpur,North 24 Parganas
Haroa,North 24 Parganas
Hasnabad,North 24 Parganas
Hatgachha,North 24 Parganas
Hatisala,North 24 Parganas
Hatkurulia,North 24 Parganas
H Colony,North 24 Parganas
Hemnagar,North 24 Parganas
Hingli,North 24 Parganas
Hishabi,North 24 Parganas
Ichapurabad,North 24 Parganas
Iswarigacha,North 24 Parganas
Itinda,North 24 Parganas
Jadurhati,North 24 Parganas
Jagadishpur,North 24 Parganas
Janaphul,North 24 Parganas
Jangalpur,North 24 Parganas
Jasaikati,North 24 Parganas
Jeoldanga,North 24 Parganas
Jhawdanga,North 24 Parganas
Jhikra,North 24 Parganas
Jhopkhali,North 24 Parganas
Jogeshganj,North 24 Parganas
Joygopalpur,North 24 Parganas
Joygram,North 24 Parganas
Joypul,North 24 Parganas
Kachdaha,North 24 Parganas
Kachua,North 24 Parganas
Kachua Swarupnagar,North 24 Parganas
Kadambagachi,North 24 Parganas
Kadampukur,North 24 Parganas
Kahankia,North 24 Parganas
Kaijuri,North 24 Parganas
Kaipukuria,North 24 Parganas
Kaliani,North 24 Parganas
Kalinagar,North 24 Parganas
Kalitala,North 24 Parganas
Kalupur,North 24 Parganas
Kamdevkati,North 24 Parganas
Kamdevpur,North 24 Parganas
Kamduni,North 24 Parganas
Kanmari,North 24 Parganas
Kantabagan,North 24 Parganas
Kapileswarpur,North 24 Parganas
Karanga,North 24 Parganas
Karnolkora,North 24 Parganas
Kashinathpur,North 24 Parganas
Kathur,North 24 Parganas
Katiahat,North 24 Parganas
Khalisadi,North 24 Parganas
Khalitpur,North 24 Parganas
Kharampur,North 24 Parganas
Kharihatabad,North 24 Parganas
Kharua Rajapur,North 24 Parganas
Kharupala,North 24 Parganas
Khasbalanda,North 24 Parganas
Khilkapur,North 24 Parganas
Kholapota,North 24 Parganas
Khulna,North 24 Parganas
Kirtipur`,North 24 Parganas
Barrackpur - II,North 24 Parganas
Koniara,North 24 Parganas
Korakati,North 24 Parganas
Kothabari,North 24 Parganas
Krishnachandapur,North 24 Parganas
Kulia,North 24 Parganas
Kumarkhola,North 24 Parganas
Kumarzole,North 24 Parganas
Kumra,North 24 Parganas
Labukhali,North 24 Parganas
Laxmipul,North 24 Parganas
Machibhanga,North 24 Parganas
Madanpur Krishnapur,North 24 Parganas
Madhavkathi,North 24 Parganas
Swarupnagar,North 24 Parganas
Madiahat,North 24 Parganas
Bagda,North 24 Parganas
Makhalgacha,North 24 Parganas
Malancha,North 24 Parganas
Malekangumti,North 24 Parganas
Malidah,North 24 Parganas
Malikagherai,North 24 Parganas
Malikapur,North 24 Parganas
Mambhagina,North 24 Parganas
Manikkathi,North 24 Parganas
Mandra,North 24 Parganas
Mashyampur,North 24 Parganas
Maslishpur,North 24 Parganas
Masunda,North 24 Parganas
Mathbariabad,North 24 Parganas
Matiaghata,North 24 Parganas
Merudandi,North 24 Parganas
Minakhan,North 24 Parganas
Mirhati,North 24 Parganas
Mominpur,North 24 Parganas
Mudiahat,North 24 Parganas
Murarisah,North 24 Parganas
Naahata,North 24 Parganas
Nakpul,North 24 Parganas
Nakpul Kuchlia,North 24 Parganas
Naksha,North 24 Parganas
Nalkora,North 24 Parganas
Nataberia,North 24 Parganas
Natagram,North 24 Parganas
Naya Basti,North 24 Parganas
Nazat,North 24 Parganas
Nehalpur,North 24 Parganas
Nimdaria,North 24 Parganas
Nimichi,North 24 Parganas
Nityaberia,North 24 Parganas
Nityananda Kati,North 24 Parganas
Noapara Madhavpur,North 24 Parganas
Noapara,North 24 Parganas
Bhangar - II,South 24 Parganas
Paikparahat,North 24 Parganas
Palla,North 24 Parganas
Panchberia,North 24 Parganas
Panchita,North 24 Parganas
Panitar,North 24 Parganas
Parghumti,North 24 Parganas
Parpatna,North 24 Parganas
Paschim Madhyampur,North 24 Parganas
Paschim Malikberia,North 24 Parganas
Paschim Palta,North 24 Parganas
Patharghata,North 24 Parganas
Pathghoria,North 24 Parganas
Pathsimulia,North 24 Parganas
Petrapole,North 24 Parganas
Phazilpur,North 24 Parganas
Pifa,North 24 Parganas
Pithapukuria,North 24 Parganas
Prithiba,North 24 Parganas
Punra,North 24 Parganas
Purandarpur,North 24 Parganas
Purantan Bongaon,North 24 Parganas
Purba Khejurberia,North 24 Parganas
Purba Sankardaha,North 24 Parganas
Putia,North 24 Parganas
Raikhan,North 24 Parganas
Rajballapur,North 24 Parganas
Rajendrapur,North 24 Parganas
Rajibpur,North 24 Parganas
Ramchandrapur Khaspur,North 24 Parganas
Rameswarpur,North 24 Parganas
Ramnathpur,North 24 Parganas
Rampur Bhatpara,North 24 Parganas
Ramshankarpur,North 24 Parganas
Ranihati,North 24 Parganas
Rohanda,North 24 Parganas
Rowtara,North 24 Parganas
Rupmari,North 24 Parganas
Sabdalpur,North 24 Parganas
Sadhanpur Uludanga,North 24 Parganas
Safirabad,North 24 Parganas
Saguna,North 24 Parganas
Sahebkhali,North 24 Parganas
Sakdah Jadapur,North 24 Parganas
Salua,North 24 Parganas
Samsernagar,North 24 Parganas
Sandelerbill,North 24 Parganas
Sandeshkhali,North 24 Parganas
Sanrapul,North 24 Parganas
Sashan,North 24 Parganas
Sasadanga,North 24 Parganas
Satashi,North 24 Parganas
Satberi,North 24 Parganas
Satbhaya,North 24 Parganas
Sayestanagar,North 24 Parganas
Secondranagar,North 24 Parganas
Sendanga,North 24 Parganas
Sethpur,North 24 Parganas
Shyamnagar,North 24 Parganas
Sibhati,North 24 Parganas
Sikharpur,North 24 Parganas
Simulia Durgapur,North 24 Parganas
Simulia Kalibari,North 24 Parganas
Simulpur,North 24 Parganas
Sindrani,North 24 Parganas
Sitalia,North 24 Parganas
Sodarpur-behala,North 24 Parganas
Sohaikumarpur,North 24 Parganas
Soladanga,North 24 Parganas
Sonakenia,North 24 Parganas
Sonekpur,North 24 Parganas
Charalkhali,North 24 Parganas
Sridharkati,North 24 Parganas
Srikrishnapur,North 24 Parganas
Sukdwani,North 24 Parganas
Sulkaniabad,North 24 Parganas
Sundarpur,North 24 Parganas
Suria,North 24 Parganas
Sutia,North 24 Parganas
Akimamudpur,North 24 Parganas
Takipur,North 24 Parganas
Talsa,North 24 Parganas
Tangra,North 24 Parganas
Taragunia,North 24 Parganas
Taranipur,North 24 Parganas
Tetulbaria,North 24 Parganas
Thoara,North 24 Parganas
Tushkhali,North 24 Parganas
Uchildah,North 24 Parganas
Uludanga,North 24 Parganas
Urttar Kashipur,South 24 Parganas
Zafarpur,North 24 Parganas
Zirakpur,North 24 Parganas
Birbhum,Birbhum
Murarai - I,Birbhum
Nanoor,Birbhum
Nalhati - I,Birbhum
Bolpur Sriniketan,Birbhum
Rampurhat - I,Birbhum
Suri - I,Birbhum
Dubrajpur,Birbhum
Mayureswar - I,Birbhum
Suri - II,Birbhum
Sainthia,Birbhum
Labpur,Birbhum
A. C Lane,Kolkata
D B Nagr,North 24 Parganas
Deshbandhunagar,North 24 Parganas
Jessore Road,North 24 Parganas
Bediadanga,South 24 Parganas
Beleghata,Kolkata
Kankurgachi,Kolkata
Saltlake,North 24 Parganas
Sakltlake,North 24 Parganas
D B Nagar,North 24 Parganas
Dhapa,South 24 Parganas
Circus Avenue,Kolkata
24 Pgs North,North 24 Parganas
Dum Dum Park,North 24 Parganas
North 24 Pgs,North 24 Parganas
Narkeldanga,Kolkata
New Town,North 24 Parganas
Park Circus,Kolkata
Parsibagan,Kolkata
Patipukur,North 24 Parganas
Phulbagan,Kolkata
Picnic Garden,South 24 Parganas
Saltklake,North 24 Parganas
Amherst Street,Kolkata
Sankaritola,Kolkata
Sealdah,Kolkata
Sreebhumi,North 24 Parganas
Taltala,Kolkata
Tiljala,South 24 Parganas
Topsia,South 24 Parganas
Vip Nagar,South 24 Parganas
Murshidabad,Murshidabad
Nawda,Murshidabad
Beldanga - II,Murshidabad
Lalgola,Murshidabad
Raninagar - I,Murshidabad
Hariharpara,Murshidabad
Suti - I,Murshidabad
Jalangi,Murshidabad
Bhagawangola - I,Murshidabad
Berhampore,Murshidabad
Beldanga - I,Murshidabad
Khargram,Murshidabad
Murshidabad Jiaganj,Murshidabad
Nabagram,Murshidabad
Bharatpur - I,Murshidabad
Burwan,Murshidabad
Kandi,Murshidabad
Raninagar - II,Murshidabad
Bhagawangola - II,Murshidabad
Raghunathganj - II,Murshidabad
Suti - II,Murshidabad
Farakka,Murshidabad
Sagardighi,Murshidabad
Raghunathganj - I,Murshidabad
Domkal,Murshidabad
Samserganj,Murshidabad
Palsanda,Murshidabad
Behrampore,Murshidabad
Raninagar-II,Murshidabad
Bharatpur - II,Murshidabad
Nakashipara,Nadia
Kaliganj,Nadia
Krishnagar - I,Nadia
Krishnagar-ii,Nadia
Karimpur Ii (mohisbatan),Nadia
Krishnagar - II,Nadia
Karimpur I,Nadia
Debagram,Nadia
Krishnanagar-i,Nadia
Nabadwip,Nadia
Dhubulia,Nadia
Tehatta I,Nadia
Nowda (murshidabad),Nadia
Karimpur Ii,Nadia
Sreemayapur,Nadia
Tehatta,Nadia
Tehatta Ii,Nadia
Plashipara,Nadia
Krishnanagar Ii,Nadia
Krishnanagar I,Nadia
Krishnaganj,Nadia
Burdwan,Nadia
Krishnangar Ii,Nadia
Palashipara,Nadia
Dogachhi,Nadia
Krishnanagar Municipality,Nadia
Krishnagar I,Nadia
Hanskhali,Nadia
Krishnagar,Nadia
Tehatta - I,Nadia
Krishnagar-i,Nadia
Nabadwip Municipality,Nadia
Kalligang,Nadia
Bethuadahari,Nadia
Shikarpur Bdo I,Nadia
Nowda,Nadia
Purbasthali I,Nadia
Nazrpur,Nadia
Santipur,Nadia
Chakdah,Nadia
Chakdaha,Nadia
Ranaghat-ii,Nadia
Ranaghat-i,Nadia
Ranaghat - II,Nadia
Haringhata,Nadia
Hanskhlai,Nadia
Ranaghat - I,Nadia
Ranagaht-ii,Nadia
